Z,Roll,Pitch,Dz,P,Q,R,Z_r,Pitch_r,Roll_r,Dz_r,Ac_Dz,Gyro P,Gyro Q,Gyro R,Sonar Altitud,Pressure Altitud,Acceleracion Z,Motor1,Motor2,Motor3,Motor4
2240702.0,2240702.0,2240702.0,2240702.0,2240702.0,2240702.0,2240702.0,2240702.0,2240702.0,2240702.0,2240702.0,2240702.0,2240702.0,2240702.0,2240702.0,2240702.0,2240702.0,2240702.0,2240702.0,2240702.0,2240702.0,2240702.0
-1.549361229291314,0.00014372472472576965,2.1643367905848526e-05,-0.005153388457053012,5.454822608972081e-07,-1.982501600254086e-06,5.489387864722796e-06,-1.5398204763323509,0.0,0.0,-0.013668403579321652,-9.420338086982605,-0.009499454927096276,-0.007501994999242439,0.0015055329996418612,1.5499502645003318,101252.33262176962,-0.00017040576207992748,236.47771014916214,-236.4994525754025,236.48764604981866,-236.4858792801449
0.31732917543052225,0.010338151968939705,0.00978811491375063,0.30257280628622646,0.03720803813571282,0.06584592846239558,0.0028569555368024744,0.31709693509157993,0.0,0.0,6.413380477005494,1.0256422992575902,0.037156320568681296,0.06626997663855226,0.0029823148899666392,0.3144747454565249,3.801737795913569,1.016630036514009,24.691238826126472,24.691011925666054,24.6725271112191,24.684734106126154
-3.318702221,-0.1588010639,-0.2735550702,-4.524404049,-3.677773952,-2.278249025,-0.3157852292,-2.774622917,0.0,0.0,-400.0,-19.63813019,-3.682162046,-2.300421,-0.3116515875,0.43999999759999997,101231.4141,-10.17577648,10.0,-461.30831910000006,10.0,-460.9848022
-1.693905592,-0.00034897114524999997,-0.000272076125825,-0.0074851653772500006,-0.0018226471725,-0.001377851469,-0.00091832029285,-1.6900000569999998,0.0,0.0,0.0,-9.631889343,-0.01132011344,-0.008886724709999998,0.0004174378701,1.455863267,101250.5938,-0.11671415715,235.6220245,-237.46973799999998,235.6244049,-237.4690094
-1.5011605019999998,0.00011198579525,1.044063356e-05,0.0003098134039,9.0184244075e-07,-3.349814932e-07,-2.0382285585e-06,-1.5,0.0,0.0,0.0,-9.421048164,-0.009499099105500002,-0.007500336971000001,0.0015049569774999998,1.501377583,101252.9141,-0.0005463138223,236.5375824,-236.53665159999997,236.540329,-236.53613280000002
-1.4576517340000001,0.0006310346507000001,0.000275151003725,0.00782848428925,0.0018334059280000002,0.0013737336265,0.0009190490236750001,-1.4600000380000002,0.0,0.0,0.0,-9.211263657,-0.007669142097999999,-0.00611741933975,0.002584269736,1.694340318,101253.4609,0.114989047875,237.41514590000003,-235.57113650000002,237.4152374,-235.56918330000002
-0.04311047494,0.1636862755,0.2459914982,3.7187561989999995,3.68013978,3.494434118,0.1693935692,0.0,0.0,0.0,380.7929382,0.8609541059,3.665524483,3.509438276,0.1732130051,3.290362835,101270.3984,14.56204224,460.98452760000004,-10.0,461.1931763,-10.0
